MSISDN,Dialed Number,Start Time,Dur(s),Equipment ID,SIM ID,First CGI,Type
9899049027,9889638346,2026-02-06 05:23:00,826,003354216894210,404634163894484,1261-25780,MOC
9844935348,9821020539,2026-02-03 22:23:00,13,666580043973598,404567700518449,7496-21352,MOC
9823226025,9816328708,2026-02-04 18:23:00,92,413975523149135,404490277038430,6965-89584,MOC
9805466889,9801845146,2026-02-21 15:23:00,625,811437447012045,404034717545588,2157-30732,MOC
9849578856,9843039117,2026-02-22 17:23:00,72,460223569725217,404634163894484,7241-31714,MTC
9830923271,9850240268,2026-02-24 05:23:00,576,158144914766072,404428699041379,1488-25890,MOC
9880531003,9800978820,2026-03-01 01:23:00,125,667665061809190,404318432225913,1962-78110,MTC
9818506716,9833300002,2026-02-05 05:23:00,232,169797296590277,404489554393769,2867-90465,MTC
9803413164,9810762268,2026-02-16 13:23:00,183,177971775170166,404892665918463,8363-94266,MOC
9831839335,9821020539,2026-03-01 01:23:00,523,033230982150648,404790807595794,5859-48136,MOC
9811100101,9868501429,2026-02-18 18:23:00,286,935387584282417,404042681818451,7976-71567,MTC
9882071518,9896965328,2026-02-12 07:23:00,896,169797296590277,404634163894484,7038-32071,MTC
9861586578,9889638346,2026-02-05 00:23:00,507,141173934835642,404544964759876,6993-31349,MTC
9800379176,9867749649,2026-02-04 12:23:00,589,909010016761847,404564729293143,2533-87305,MTC
9884251354,9864746872,2026-02-27 22:23:00,854,167014508993588,404256996112535,2171-90181,MTC
9848932528,9899856984,2026-02-21 12:23:00,415,380571983863840,404098180635651,4085-64021,MTC
9869901627,9825546659,2026-02-04 16:23:00,164,163735160917798,404489554393769,9671-13404,MTC
9880793597,9809521456,2026-03-04 10:23:00,836,239431290878141,404865577908272,6895-63587,MOC
9874016400,9807991183,2026-02-15 08:23:00,862,447132475469137,404275539423733,9182-34041,MTC
9801128059,9841241182,2026-03-02 21:23:00,618,780157399305616,404055778487282,9120-36710,MOC
9843699577,9805466889,2026-02-11 00:23:00,691,248251353465549,404772369292984,3462-54871,MTC
9895134332,9882071518,2026-02-05 02:23:00,772,239431290878141,404034717545588,5518-70283,MOC
9818506716,9848932528,2026-02-13 11:23:00,577,832684245088210,404034717545588,1111-95554,MOC
9851333872,9894406409,2026-02-16 10:23:00,627,299606530745054,404465669380118,8230-53191,MOC
9852427868,9861201836,2026-03-04 05:23:00,497,811437447012045,404634163894484,7003-19011,MTC
9811100101,9868164535,2026-02-26 16:23:00,645,488510272614933,404318432225913,6394-86804,MOC
9811100101,9868164535,2026-02-05 12:23:00,512,023303070534578,404275539423733,6981-28155,MOC
9837735158,9812419049,2026-02-03 07:23:00,624,944171545444328,404735020802144,7654-73191,MTC
9844997278,9872423884,2026-03-04 09:23:00,574,947985158328182,404174564240082,2545-16827,MTC
9825546659,9834309805,2026-02-25 17:23:00,51,947985158328182,404256996112535,5930-35348,MTC
9864887719,9867525459,2026-02-28 05:23:00,391,811437447012045,404757051204618,3354-64859,MTC
9837735158,9833963605,2026-02-19 02:23:00,540,525007432927129,404988392053021,3438-25503,MTC
9867468071,9875655125,2026-02-21 10:23:00,698,033230982150648,404164334722820,6583-45268,MOC
9861201836,9821465840,2026-02-14 11:23:00,679,288515879968460,404723460136730,7848-61532,MTC
9893745299,9898327315,2026-02-09 00:23:00,526,099688143536822,404790714163356,1868-95344,MOC
9838156149,9884251354,2026-02-25 16:23:00,713,916375628900287,404508637659916,5365-40652,MOC
9877014363,9878961183,2026-02-14 03:23:00,316,488510272614933,404988392053021,9801-88478,MOC
9887429671,9856464170,2026-03-03 03:23:00,285,088019948837550,404455877169472,6842-20406,MOC
9879402654,9856049451,2026-02-06 12:23:00,119,112880133613861,404042681818451,5489-41327,MTC
9801128059,9863421607,2026-02-11 14:23:00,635,688615335554398,404866322702672,6284-41022,MTC
9864160529,9839421047,2026-02-28 22:23:00,431,521667467621202,404848947697357,4512-87476,MTC
9823285884,9882071518,2026-02-02 20:23:00,322,367850821486289,404270312073564,5268-33501,MOC
9807159696,9839421047,2026-02-14 01:23:00,337,003354216894210,404392827229927,5779-95038,MTC
9871349361,9831367837,2026-02-27 14:23:00,52,023303070534578,404881172980686,9011-75369,MOC
9873872148,9880988516,2026-02-22 16:23:00,286,610357972798552,404881172980686,3008-56689,MTC
9883503056,9891905865,2026-02-27 13:23:00,436,667665061809190,404634163894484,5134-61190,MOC
9848932528,9814737996,2026-02-04 23:23:00,291,003354216894210,404508637659916,6781-27693,MOC
9887769453,9841395376,2026-02-03 21:23:00,187,336452577754781,404508637659916,7239-39814,MOC
9811100102,9848932528,2026-03-01 16:23:00,115,699586693465472,404428699041379,6741-66961,MTC
9805151864,9821465840,2026-02-20 16:23:00,75,780157399305616,404269448695946,8188-14768,MTC
9811100101,9834624751,2026-02-22 15:23:00,143,471709991738168,404631224179749,8406-40428,MTC
9892127799,9821465840,2026-02-14 19:23:00,456,780157399305616,404988392053021,7212-97437,MOC
9856482366,9883242102,2026-02-13 20:23:00,463,667665061809190,404178006811492,2304-99854,MOC
9875655125,9899049027,2026-02-22 04:23:00,56,688615335554398,404392827229927,2765-41279,MTC
9878390847,9811998679,2026-02-04 13:23:00,49,743748969108589,404489554393769,5335-49274,MOC
9871349361,9898169340,2026-02-02 23:23:00,290,141173934835642,404490277038430,6495-91200,MTC
9831727889,9869222196,2026-02-09 02:23:00,76,288515879968460,404392827229927,8025-50011,MOC
9831727889,9804711671,2026-02-06 15:23:00,689,248251353465549,404257991366210,4804-71918,MTC
9891905865,9847679764,2026-02-21 15:23:00,264,460223569725217,404892665918463,6394-64145,MTC
9867749649,9818506716,2026-02-26 07:23:00,180,561100225579415,404956213721386,3081-63796,MOC
9841395376,9871093248,2026-02-12 16:23:00,26,336452577754781,404790807595794,8285-83512,MOC
9809134316,9809743953,2026-02-14 22:23:00,13,775949299556205,404257991366210,5785-55820,MTC
9872423884,9800471138,2026-02-15 14:23:00,363,666580043973598,404892665918463,3430-53945,MOC
9813518233,9833300001,2026-02-26 17:23:00,868,484085887704358,404693084887256,1208-50172,MOC
9836541458,9874074821,2026-02-20 22:23:00,473,842294057202590,404247314986430,2270-94315,MOC
9823285884,9895171870,2026-02-26 19:23:00,329,916375628900287,404728463920867,5007-23993,MTC
9867468071,9814770054,2026-03-02 06:23:00,372,239431290878141,404257991366210,9160-16588,MOC
9818227824,9879740344,2026-02-24 14:23:00,800,666580043973598,404034717545588,4500-29532,MTC
9801845146,9885149368,2026-02-10 20:23:00,688,291428341108099,404256996112535,6324-41580,MOC
9850983930,9860883561,2026-02-11 21:23:00,9,309652074466609,404114351906698,8666-39560,MOC
9853315869,9881223623,2026-02-27 23:23:00,51,380571983863840,404790807595794,7965-75347,MOC
9809134316,9859514846,2026-03-03 10:23:00,422,832684245088210,404178006811492,3599-45667,MOC
9874074821,9841395376,2026-03-03 20:23:00,597,610357972798552,404589026012796,4736-65189,MOC
9840084271,9867749649,2026-02-23 23:23:00,277,380571983863840,404588043416518,8553-85004,MOC
9833300003,9857871331,2026-03-03 15:23:00,11,163735160917798,404098180635651,7533-75742,MTC
9879955271,9811116152,2026-02-24 01:23:00,681,288515879968460,404508637659916,8924-95493,MOC
9815654527,9893174612,2026-02-24 20:23:00,861,169797296590277,404270312073564,5189-80025,MTC
9848932528,9880957015,2026-02-14 00:23:00,438,521667467621202,404508637659916,3481-62251,MOC
9809477752,9867749649,2026-03-01 20:23:00,530,163735160917798,404029922809202,4832-26499,MOC
9847143455,9852312432,2026-03-01 06:23:00,541,666580043973598,404269448695946,9491-67519,MTC
9800766177,9883242102,2026-02-24 06:23:00,15,167014508993588,404848947697357,3655-99096,MOC
9856464170,9837826398,2026-03-04 07:23:00,800,521667467621202,404564729293143,2548-13328,MOC
9879740344,9841241182,2026-02-07 21:23:00,621,447898562575326,404808562718750,7953-42082,MOC
9881219136,9875946474,2026-02-02 19:23:00,259,007229034944665,404247314986430,7865-59279,MTC
9837826398,9829946804,2026-02-16 20:23:00,324,447898562575326,404589026012796,4085-69968,MOC
9877449058,9843524082,2026-02-14 08:23:00,376,666676008350583,404036915594284,3205-52903,MOC
9880793597,9879402654,2026-02-12 01:23:00,471,447132475469137,404564729293143,4799-56307,MTC
9877360260,9844997278,2026-02-27 22:23:00,529,447132475469137,404693084887256,7738-59009,MOC
9880957015,9840196556,2026-02-17 17:23:00,121,780157399305616,404270312073564,9456-33504,MTC
9892127799,9819399091,2026-02-17 22:23:00,669,413975523149135,404631224179749,8085-64329,MOC
9808613171,9821465840,2026-02-22 04:23:00,157,169797296590277,404757051204618,3882-70572,MTC
9871012269,9893174612,2026-02-23 17:23:00,228,811437447012045,404997968845783,4368-21403,MTC
9873872148,9840196556,2026-02-10 12:23:00,22,087375300119721,404651777392603,7981-68892,MTC
9894406409,9856670106,2026-02-17 23:23:00,353,413975523149135,404490277038430,5252-28951,MTC
9839421047,9889638346,2026-02-21 23:23:00,536,158144914766072,404892665918463,3042-67335,MTC
9816697848,9836541458,2026-02-15 17:23:00,380,832684245088210,404988392053021,3445-75828,MTC
9810762268,9800978820,2026-02-20 16:23:00,808,666580043973598,404848947697357,7765-56960,MOC
9856670106,9827849808,2026-02-17 21:23:00,531,842294057202590,404055778487282,6160-47105,MTC
9803432445,9877360260,2026-02-26 00:23:00,780,521667467621202,404034717545588,6478-51269,MTC
9857871331,9875161369,2026-02-16 19:23:00,583,375899757113055,404343333952111,9712-21727,MOC
9834738299,9818699938,2026-02-13 04:23:00,760,141173934835642,404465669380118,6580-48578,MOC
9820465375,9837735158,2026-02-05 05:23:00,231,721753540838663,404256996112535,2201-94865,MOC
9830923271,9841395376,2026-02-26 12:23:00,635,087375300119721,404392827229927,2059-87330,MTC
9876038597,9811775891,2026-02-23 14:23:00,55,158144914766072,404450615939982,5977-57372,MOC
9841241182,9845494808,2026-02-19 23:23:00,513,561100225579415,404881172980686,9378-47898,MTC
9869222196,9896965328,2026-02-05 19:23:00,589,336452577754781,404723460136730,3090-28459,MTC
9803432445,9848932528,2026-02-10 17:23:00,53,909010016761847,404757051204618,4700-60611,MOC
9891022901,9867525459,2026-02-22 16:23:00,271,148564679970246,404368872588744,6163-68000,MTC
9810762268,9873872148,2026-02-16 19:23:00,458,775949299556205,404428699041379,9356-71837,MOC
9872423884,9887769453,2026-03-01 04:23:00,426,525007432927129,404428699041379,6313-69222,MTC
9889638346,9813518233,2026-02-04 00:23:00,106,916375628900287,404728463920867,3803-28061,MOC
9854516808,9892832764,2026-02-17 23:23:00,657,610357972798552,404634163894484,3446-36135,MOC
9830923271,9805151864,2026-02-08 11:23:00,278,088019948837550,404589026012796,7324-50103,MTC
9800766177,9800471138,2026-02-06 15:23:00,110,666580043973598,404808562718750,8674-21322,MOC
9829946804,9850752735,2026-02-23 16:23:00,834,909010016761847,404392827229927,2918-82423,MTC
9859514846,9836541458,2026-02-03 04:23:00,827,269848583339452,404503731453038,3907-64328,MOC
9848175496,9885149368,2026-02-13 09:23:00,877,087375300119721,404055778487282,2296-81289,MOC
9891905865,9850752735,2026-02-04 14:23:00,284,336452577754781,404757051204618,2877-62269,MOC
9830923271,9879955271,2026-02-22 07:23:00,548,666676008350583,404547807740649,3342-63009,MOC
9892127799,9899856984,2026-02-20 20:23:00,896,842294057202590,404631224179749,8714-51601,MTC
9809477752,9882620450,2026-03-02 12:23:00,113,163735160917798,404723460136730,2712-65105,MOC
9834624751,9864160529,2026-02-19 13:23:00,649,811437447012045,404256996112535,5573-91541,MOC
9818495931,9854516808,2026-02-06 00:23:00,408,743748969108589,404567700518449,1909-66326,MOC
9867525459,9840196556,2026-03-04 02:23:00,497,944171545444328,404503731453038,5862-63750,MTC
9833300001,9800766177,2026-02-25 18:23:00,496,688615335554398,404790714163356,6418-31488,MOC
9861201836,9837735158,2026-02-22 08:23:00,840,003354216894210,404634163894484,7112-82571,MOC
9871012269,9875588675,2026-02-26 09:23:00,266,780157399305616,404723460136730,5861-13489,MTC
9811998679,9831727889,2026-02-15 16:23:00,131,810620034244204,404772369292984,5545-31489,MOC
9836713695,9818495931,2026-02-13 00:23:00,430,169797296590277,404547807740649,4881-13006,MOC
9834309805,9885149368,2026-02-19 04:23:00,609,832684245088210,404865577908272,3236-78616,MTC
9867468071,9847679764,2026-02-18 08:23:00,22,413975523149135,404808562718750,7920-44937,MTC
9820377889,9840196556,2026-02-05 09:23:00,78,380571983863840,404270312073564,9407-83816,MTC
9831367837,9804711671,2026-03-01 19:23:00,152,947985158328182,404547807740649,3427-40679,MOC
9821465840,9844997278,2026-02-28 10:23:00,517,033230982150648,404589026012796,4199-50403,MOC
9880957015,9898327315,2026-02-16 08:23:00,274,380571983863840,404164334722820,8985-56142,MTC
9861201836,9837826398,2026-02-28 00:23:00,869,666676008350583,404034717545588,2468-76295,MTC
9833300003,9821818835,2026-02-18 11:23:00,489,842294057202590,404388629127990,9717-81648,MOC
9859514846,9821020539,2026-03-01 10:23:00,845,666676008350583,404885744890612,2587-94488,MTC
9883242102,9850983930,2026-02-07 08:23:00,155,367850821486289,404490277038430,8612-97503,MTC
9843524082,9854516808,2026-02-25 04:23:00,58,484085887704358,404956213721386,5833-87256,MOC
9887429671,9884251354,2026-02-03 02:23:00,671,239431290878141,404388629127990,7182-18474,MTC
9857871331,9840196556,2026-02-04 17:23:00,439,699586693465472,404634163894484,5008-16954,MOC
9818227824,9878403690,2026-02-11 10:23:00,696,099688143536822,404220234132611,9688-10381,MTC
9811100101,9895134332,2026-02-03 18:23:00,269,413975523149135,404631224179749,5088-60452,MOC
9856482366,9874989413,2026-03-03 01:23:00,250,471709991738168,404098180635651,7432-83679,MTC
9833300003,9864746872,2026-02-25 04:23:00,893,087375300119721,404269448695946,9483-92316,MOC
9882620450,9810801326,2026-02-25 17:23:00,398,239431290878141,404503731453038,5307-59998,MOC
9811724005,9827849808,2026-02-03 22:23:00,216,087375300119721,404865577908272,7072-17126,MTC
9838851606,9811100102,2026-02-18 23:23:00,577,944171545444328,404772369292984,2138-70370,MTC
9811775891,9874989413,2026-02-25 12:23:00,604,248251353465549,404728463920867,8453-97368,MTC
9899856984,9856482366,2026-02-07 21:23:00,352,561100225579415,404728463920867,7905-20758,MTC
9876627028,9811592124,2026-02-26 00:23:00,139,460223569725217,404997968845783,3821-88534,MOC
9872423884,9833300003,2026-02-15 03:23:00,886,167014508993588,404790807595794,2371-92601,MTC
9823281206,9878403690,2026-02-23 19:23:00,275,909010016761847,404275539423733,5009-85697,MTC
9872423884,9831727889,2026-02-15 16:23:00,496,666676008350583,404723460136730,6175-97680,MOC
9814737996,9880793597,2026-02-21 20:23:00,410,375899757113055,404848947697357,1298-28058,MOC
9805151864,9867525459,2026-02-24 06:23:00,688,610357972798552,404885744890612,4390-64939,MTC
9869222196,9893745299,2026-02-26 07:23:00,606,087375300119721,404042681818451,7551-41759,MTC
9898169340,9837346706,2026-02-03 11:23:00,877,003354216894210,404318432225913,2181-74880,MTC
9811100202,9861586578,2026-02-21 09:23:00,20,561100225579415,404318432225913,6237-56221,MOC
9867525459,9864887719,2026-02-19 17:23:00,438,291428341108099,404174564240082,3588-87443,MOC
9800471138,9863421607,2026-02-24 04:23:00,89,933472122816064,404428699041379,2311-80414,MOC
9859514846,9819600133,2026-02-07 23:23:00,258,269848583339452,404388629127990,4463-52782,MTC
9837346706,9812419049,2026-03-03 12:23:00,120,811437447012045,404988392053021,5670-86686,MOC
9848175496,9805151864,2026-02-06 18:23:00,754,947985158328182,404808562718750,9717-55191,MOC
9811724005,9809477752,2026-02-28 11:23:00,782,099688143536822,404308536866326,5474-21585,MOC
9811724005,9885149368,2026-03-02 18:23:00,327,484085887704358,404544964759876,8558-52928,MTC
9848932528,9850643171,2026-02-08 19:23:00,881,336452577754781,404848947697357,8408-85402,MTC
9861201836,9877449058,2026-02-06 07:23:00,493,141173934835642,404728463920867,1116-37332,MTC
9848932528,9823226025,2026-02-06 18:23:00,127,414060293333468,404256996112535,5320-73749,MTC
9841241182,9827048281,2026-02-28 07:23:00,721,112880133613861,404589026012796,5703-82431,MOC
9831367837,9864887719,2026-02-14 21:23:00,638,413975523149135,404892665918463,9503-54656,MTC
9885574443,9871012269,2026-03-01 02:23:00,137,099688143536822,404174564240082,9320-88748,MOC
9877014363,9851333872,2026-02-03 20:23:00,680,561100225579415,404790714163356,4902-88506,MTC
9874016400,9861201836,2026-02-03 14:23:00,845,023303070534578,404098180635651,9394-95072,MOC
9836713695,9821818835,2026-02-16 05:23:00,157,112880133613861,404790807595794,5529-57551,MTC
9856670106,9823226025,2026-02-17 09:23:00,79,336452577754781,404490277038430,1300-47326,MTC
9811100201,9893676320,2026-02-11 04:23:00,629,148564679970246,404450615939982,6853-15230,MOC
9805466889,9893174612,2026-02-04 05:23:00,759,375899757113055,404318432225913,3514-79069,MTC
9814770054,9816697848,2026-02-15 01:23:00,731,842294057202590,404347955276365,9257-55469,MTC
9874074821,9893174612,2026-02-12 07:23:00,463,291428341108099,404723460136730,1817-59097,MOC
9839005329,9836713695,2026-03-02 10:23:00,283,088019948837550,404723460136730,2410-38783,MOC
9800978820,9850983930,2026-02-08 17:23:00,285,269848583339452,404564729293143,6093-12315,MOC
9840084271,9811100103,2026-02-14 05:23:00,621,375899757113055,404634163894484,4816-69962,MOC
9819399091,9811724005,2026-02-26 01:23:00,842,158144914766072,404728463920867,8351-91850,MOC
9856482366,9819399091,2026-02-09 19:23:00,883,743748969108589,404392827229927,9671-63862,MOC
9869901627,9885149368,2026-03-01 21:23:00,202,916375628900287,404308536866326,2896-95404,MTC
9875946474,9823281206,2026-03-02 03:23:00,594,033230982150648,404503731453038,3408-66184,MTC
9868164535,9883503056,2026-02-03 17:23:00,351,775949299556205,404790807595794,6694-95926,MTC
9837346706,9841241182,2026-02-23 03:23:00,81,933472122816064,404269448695946,6602-57417,MTC
9816658760,9838851606,2026-02-06 07:23:00,708,367850821486289,404808562718750,5269-39576,MTC
9809521456,9823285884,2026-02-14 03:23:00,452,288515879968460,404589026012796,4646-10366,MTC
9843039117,9811116152,2026-02-26 20:23:00,669,230461849926189,404988392053021,1021-88163,MOC
9860883561,9877014363,2026-02-06 08:23:00,725,367850821486289,404564729293143,4719-23705,MTC
9892127799,9814770054,2026-02-02 18:23:00,99,471709991738168,404988392053021,8029-11699,MOC
9818495931,9899856984,2026-02-14 02:23:00,508,177971775170166,404865577908272,6920-55950,MOC
9820377889,9851333872,2026-02-23 04:23:00,231,207501102481934,404547807740649,5444-77696,MTC
9875588675,9816697848,2026-02-05 13:23:00,408,721753540838663,404164334722820,7022-30460,MOC
9856464170,9875255341,2026-02-27 15:23:00,5,525007432927129,404544964759876,7760-90309,MOC
9854516808,9862473178,2026-02-21 06:23:00,553,775949299556205,404808562718750,8165-25155,MTC
9856049451,9843039117,2026-02-27 05:23:00,620,460223569725217,404392827229927,1564-99013,MTC
9818227824,9899809402,2026-03-01 09:23:00,666,933472122816064,404808562718750,1638-71885,MOC
9830923271,9836690967,2026-02-18 18:23:00,450,163735160917798,404450615939982,7590-58322,MOC
9876038597,9879740344,2026-02-02 21:23:00,421,288515879968460,404270312073564,6130-48328,MTC
9811100102,9836541458,2026-02-19 15:23:00,700,141173934835642,404029922809202,6581-50799,MTC
9856049451,9867365766,2026-02-06 21:23:00,426,023303070534578,404368872588744,3354-35799,MOC
9891905865,9890913341,2026-02-05 21:23:00,269,488510272614933,404368872588744,8881-76725,MOC
9805466889,9850643171,2026-02-26 14:23:00,626,947985158328182,404631224179749,4463-96336,MTC
9805151864,9880988516,2026-02-25 03:23:00,681,270808697829221,404866322702672,8981-73511,MTC
9850240268,9861796405,2026-02-28 01:23:00,616,688615335554398,404808562718750,1035-91088,MTC
9872423884,9811100101,2026-02-07 08:23:00,564,336452577754781,404651777392603,5709-12579,MTC
9852427868,9843699577,2026-02-15 06:23:00,53,944171545444328,404547807740649,8147-28744,MTC
9836541458,9864160529,2026-02-06 14:23:00,194,239431290878141,404988392053021,9213-38116,MTC
9804556238,9872423884,2026-02-11 13:23:00,289,666580043973598,404651777392603,6638-35506,MOC
9841241182,9864746872,2026-02-07 23:23:00,364,309652074466609,404394278816580,7041-30108,MTC
9849947174,9807991183,2026-02-07 04:23:00,784,087375300119721,404634163894484,8973-95296,MTC
9893174612,9840196556,2026-02-20 21:23:00,573,525007432927129,404988392053021,2315-55600,MTC
9823226025,9816697848,2026-02-10 15:23:00,453,561100225579415,404318432225913,8758-74928,MTC
9847679764,9823685160,2026-02-26 14:23:00,769,270808697829221,404388629127990,4854-84192,MTC
9811100103,9877434873,2026-02-28 13:23:00,358,088019948837550,404034717545588,4064-52399,MOC
9857871331,9864887719,2026-02-19 05:23:00,11,447898562575326,404631224179749,3880-29068,MOC
9843524082,9839005329,2026-02-20 19:23:00,875,248251353465549,404368872588744,4786-19911,MOC
9813518233,9885149368,2026-02-04 07:23:00,553,380571983863840,404772369292984,9450-42368,MTC
9875655125,9889083863,2026-02-25 03:23:00,704,525007432927129,404866322702672,6471-67766,MTC
9826758692,9804556238,2026-02-19 04:23:00,183,561100225579415,404270312073564,5945-15537,MOC
9818227824,9893174612,2026-02-20 23:23:00,166,721753540838663,404269448695946,4393-98553,MOC
9841395376,9831727889,2026-02-14 15:23:00,308,033230982150648,404275539423733,1644-28639,MTC
