MSISDN,Start Time,End Time,IP Address,MAC Address,Data Uploaded (KB),Data Downloaded (KB),Destination IP
9800766177,2026-02-23 09:23:00,2026-02-23 09:56:00,216.133.94.250,b8:7d:45:79:23:4c,9154,10649,108.44.236.15
9808613171,2026-02-17 18:23:00,2026-02-17 19:01:00,177.182.49.45,c9:25:35:f4:77:01,3599,47498,211.133.237.215
9840196556,2026-02-04 22:23:00,2026-02-05 00:01:00,189.142.12.126,ad:8f:78:78:d8:5d,1831,96243,196.197.166.219
9859514846,2026-02-18 15:23:00,2026-02-18 16:31:00,118.67.122.161,2e:ba:28:4b:77:a5,9161,65164,39.18.19.226
9853315869,2026-02-04 16:23:00,2026-02-04 16:54:00,193.193.101.86,a1:ba:08:d9:d8:d7,177,21408,169.183.192.216
9816328708,2026-03-03 23:23:00,2026-03-03 23:24:00,36.65.204.57,9a:6e:c2:78:59:26,6650,45601,142.187.31.115
9803413164,2026-03-03 10:23:00,2026-03-03 12:09:00,244.101.117.115,45:cf:ef:9d:40:6e,9467,70556,10.86.19.125
9831839335,2026-02-25 10:23:00,2026-02-25 10:46:00,211.28.81.134,84:3d:c3:0f:17:0e,2916,50118,22.26.14.135
9880988516,2026-03-02 19:23:00,2026-03-02 20:57:00,141.55.119.19,35:d7:73:2a:bc:a2,1929,35408,36.50.201.53
9833754330,2026-02-02 15:23:00,2026-02-02 16:53:00,60.57.242.44,e6:e0:0d:4f:df:a2,871,30444,237.151.191.213
9823511615,2026-02-15 11:23:00,2026-02-15 11:51:00,226.246.11.107,d1:f8:92:23:56:03,7125,34354,94.242.54.163
9805466889,2026-02-12 17:23:00,2026-02-12 18:34:00,187.61.113.60,0d:82:9c:39:6f:f2,5375,38739,124.80.115.89
9869901627,2026-02-17 17:23:00,2026-02-17 18:56:00,61.142.41.138,dd:f2:f0:32:2c:90,6995,33070,25.219.13.152
9880988516,2026-02-20 04:23:00,2026-02-20 05:11:00,140.148.121.110,2f:30:18:8b:b3:34,3192,61828,150.15.166.24
9850983930,2026-03-01 16:23:00,2026-03-01 18:21:00,45.242.14.173,83:5f:34:06:5a:8e,3996,33689,123.240.115.135
9809477752,2026-02-07 03:23:00,2026-02-07 05:16:00,74.100.146.155,f0:50:93:c2:8a:d7,6445,65537,7.119.6.53
9843699577,2026-02-04 06:23:00,2026-02-04 08:02:00,241.216.156.213,6c:cb:7e:85:00:95,4608,13696,159.163.124.163
9821465840,2026-02-11 16:23:00,2026-02-11 16:26:00,83.207.209.100,a6:be:8b:66:59:68,803,59684,67.119.219.46
9880531003,2026-02-10 05:23:00,2026-02-10 06:23:00,23.237.164.88,00:10:e2:4d:6c:48,9035,50059,113.205.164.100
9839421047,2026-02-16 18:23:00,2026-02-16 18:54:00,88.42.89.117,f5:72:cb:a9:48:dd,6205,72827,131.151.166.14
9892832764,2026-02-15 03:23:00,2026-02-15 05:09:00,25.150.32.76,06:3e:0c:51:94:f5,372,84633,189.40.64.242
9810433218,2026-03-02 09:23:00,2026-03-02 10:40:00,161.205.128.113,62:be:9f:b6:31:21,755,22842,191.201.155.231
9873872148,2026-02-09 13:23:00,2026-02-09 15:15:00,231.83.197.114,d7:3e:0c:71:d5:43,8136,51249,19.65.58.120
9819600133,2026-02-18 00:23:00,2026-02-18 02:13:00,155.202.163.177,c4:39:cc:ee:42:99,5500,67869,83.231.83.92
9856272980,2026-02-16 00:23:00,2026-02-16 01:27:00,129.132.222.42,26:54:c6:45:83:f9,5200,98432,246.194.190.245
9856670106,2026-03-03 19:23:00,2026-03-03 19:29:00,67.194.144.88,55:a3:aa:74:bf:29,145,4275,26.52.166.205
9875161369,2026-03-03 18:23:00,2026-03-03 19:08:00,8.150.39.58,ec:d1:98:81:7a:4e,6531,70283,105.120.149.111
9856464170,2026-02-10 03:23:00,2026-02-10 04:42:00,101.212.134.162,64:e0:9d:d2:3a:28,3746,57076,127.141.117.203
9810762268,2026-02-27 13:23:00,2026-02-27 14:48:00,254.214.51.81,7e:04:5d:18:a8:0d,2291,69270,52.143.194.64
9856670106,2026-02-21 22:23:00,2026-02-22 00:06:00,226.209.204.21,4d:ab:b9:1b:5d:30,2197,64230,41.1.123.171
9803432445,2026-02-09 15:23:00,2026-02-09 16:29:00,116.195.85.98,83:2d:aa:f5:13:60,3364,77051,116.247.78.184
9857262849,2026-02-14 16:23:00,2026-02-14 17:44:00,92.43.86.205,d2:e0:3f:81:34:43,2697,82891,85.240.193.172
9811775891,2026-02-16 19:23:00,2026-02-16 21:12:00,115.29.62.55,10:b1:25:1c:f0:4b,4610,42683,177.53.151.173
9867365766,2026-02-03 06:23:00,2026-02-03 08:00:00,6.73.99.218,56:ca:f5:94:da:d0,3558,90915,176.80.28.68
9811724005,2026-02-08 01:23:00,2026-02-08 02:13:00,213.223.85.232,cd:07:54:f6:86:63,3296,34336,218.32.140.158
9892832764,2026-02-16 00:23:00,2026-02-16 01:05:00,222.240.156.172,83:20:a6:57:16:44,2539,53158,253.46.182.132
9834738299,2026-02-22 07:23:00,2026-02-22 07:41:00,216.186.56.97,00:7b:24:5d:73:72,8601,70573,105.167.222.123
9877360260,2026-02-06 17:23:00,2026-02-06 19:11:00,233.95.147.191,b2:40:2a:89:de:24,4060,58736,31.65.216.199
9866319314,2026-02-19 13:23:00,2026-02-19 14:59:00,39.179.206.102,8b:3c:0b:db:60:98,6999,35328,10.172.85.43
9821020539,2026-02-25 13:23:00,2026-02-25 15:08:00,41.246.61.44,21:c3:ae:48:11:0e,6624,90068,200.254.201.108
9829042284,2026-02-23 02:23:00,2026-02-23 02:59:00,131.105.213.7,53:73:52:24:47:85,3934,39897,131.7.44.137
9880793597,2026-03-03 06:23:00,2026-03-03 07:21:00,177.3.103.61,86:ba:b0:ea:bd:a5,8021,77725,53.249.123.15
9811775891,2026-02-07 08:23:00,2026-02-07 08:48:00,100.203.18.122,63:e3:6b:a8:af:28,3084,95875,151.222.22.188
9816328708,2026-03-03 17:23:00,2026-03-03 19:17:00,126.52.21.204,a4:8a:47:17:88:9e,6319,48270,228.1.129.190
9867525459,2026-02-12 16:23:00,2026-02-12 17:42:00,207.1.136.153,f8:9c:6a:79:14:15,211,16727,228.252.64.79
9816697848,2026-03-02 16:23:00,2026-03-02 17:55:00,146.18.190.193,a8:ab:20:43:ce:3d,6107,75446,75.136.183.182
9809743953,2026-02-05 02:23:00,2026-02-05 03:53:00,70.93.140.101,ff:4d:54:74:f3:03,8317,78224,64.141.240.43
9811592124,2026-02-28 16:23:00,2026-02-28 17:13:00,34.172.59.5,7e:71:6e:99:10:eb,4229,44084,66.239.103.167
9869901627,2026-02-12 13:23:00,2026-02-12 14:41:00,93.75.186.219,b6:ee:0a:9f:3c:2a,7585,56787,94.88.198.232
9833754330,2026-02-16 02:23:00,2026-02-16 04:15:00,90.85.8.186,ce:c9:6d:8c:68:43,8464,43326,246.86.60.109
9811998679,2026-03-03 07:23:00,2026-03-03 07:58:00,223.156.55.133,b9:5e:17:00:16:69,4034,14297,205.14.23.76
9893174612,2026-02-28 03:23:00,2026-02-28 04:37:00,146.194.10.149,aa:38:25:df:9b:e7,4754,69917,71.112.182.227
9864746872,2026-02-07 02:23:00,2026-02-07 03:38:00,254.194.214.196,d7:bc:07:81:c8:30,8068,12364,14.106.156.89
9827484677,2026-02-26 04:23:00,2026-02-26 05:18:00,4.1.158.174,75:64:e0:af:51:fd,5677,95953,209.96.20.203
9893676320,2026-03-02 08:23:00,2026-03-02 08:36:00,36.249.126.188,1f:43:6e:e0:9b:7d,9462,9727,192.117.202.106
9854516808,2026-02-16 01:23:00,2026-02-16 02:03:00,76.89.218.201,82:65:c4:6b:e3:86,4343,80246,36.62.188.166
9824745171,2026-02-06 18:23:00,2026-02-06 19:35:00,19.155.39.146,7b:e2:e0:ff:ea:f7,1779,98802,196.86.9.228
9891022901,2026-02-09 08:23:00,2026-02-09 10:08:00,163.173.168.107,63:d3:43:7e:da:91,679,98275,133.182.175.134
9880957015,2026-02-07 13:23:00,2026-02-07 15:13:00,80.160.9.228,c3:57:4e:5c:88:04,1980,7668,178.136.99.70
9862473178,2026-02-19 03:23:00,2026-02-19 04:12:00,163.44.214.223,69:97:a8:0c:9a:32,2300,41732,16.227.32.168
9821465840,2026-02-14 21:23:00,2026-02-14 23:20:00,105.168.117.7,6d:ac:0d:65:5f:5b,8560,80354,81.254.206.108
9893745299,2026-02-13 05:23:00,2026-02-13 06:02:00,26.61.51.77,7c:55:08:04:99:8f,2562,22613,79.147.17.111
9850983930,2026-02-23 22:23:00,2026-02-23 22:45:00,250.216.182.79,e6:85:49:67:76:fb,5142,57482,120.246.247.140
9892127799,2026-02-17 08:23:00,2026-02-17 09:46:00,94.49.96.36,48:bc:0f:e9:1d:90,8314,18539,228.63.33.23
9816328708,2026-02-05 02:23:00,2026-02-05 02:36:00,83.145.223.68,0d:8a:13:a5:c3:2e,3104,82976,218.192.193.109
9893676320,2026-02-11 17:23:00,2026-02-11 17:41:00,125.153.30.136,e7:04:7d:c2:05:4c,6268,28706,191.237.214.221
9868501429,2026-02-13 17:23:00,2026-02-13 18:43:00,52.128.228.17,64:4d:92:f3:7b:2c,8114,18475,154.29.197.127
9869222196,2026-02-04 17:23:00,2026-02-04 18:00:00,7.49.78.54,18:e5:0a:81:34:c2,7050,73058,101.53.254.183
9806594013,2026-02-27 23:23:00,2026-02-28 00:18:00,198.32.140.216,f5:44:24:0f:bc:8c,5407,75013,159.9.166.142
9812419049,2026-02-11 20:23:00,2026-02-11 20:27:00,229.230.113.63,50:cd:e0:21:c1:30,1817,93453,101.57.37.72
9899809402,2026-02-12 11:23:00,2026-02-12 13:20:00,29.44.32.74,d3:51:97:29:08:43,2499,7415,65.30.202.108
9860883561,2026-02-06 02:23:00,2026-02-06 04:19:00,215.165.176.139,57:3c:a1:38:54:1f,8975,39896,128.20.224.171
9889083863,2026-02-08 01:23:00,2026-02-08 02:51:00,184.54.162.216,3d:d8:3d:83:39:bc,6018,63823,187.140.136.236
9801845146,2026-03-03 21:23:00,2026-03-03 22:06:00,242.40.129.59,87:d3:0e:43:cd:cf,4367,24431,103.81.213.246
9874989413,2026-02-05 10:23:00,2026-02-05 10:31:00,227.7.155.72,22:f9:98:8d:ab:42,7936,96183,30.133.33.18
9810310518,2026-02-03 15:23:00,2026-02-03 15:59:00,145.84.131.141,83:46:b0:6b:2e:3d,3934,1504,135.91.92.224
9857871331,2026-02-25 15:23:00,2026-02-25 16:36:00,69.251.58.92,0a:6f:8a:99:57:14,5149,49504,237.208.86.203
9829042284,2026-02-26 20:23:00,2026-02-26 20:55:00,30.119.238.117,75:08:f1:05:03:c7,1776,86230,224.154.167.102
9893174612,2026-02-05 14:23:00,2026-02-05 16:16:00,19.249.237.82,1d:cd:fe:65:57:e8,6978,14728,182.157.127.94
9861201836,2026-02-21 18:23:00,2026-02-21 18:25:00,120.104.73.29,b7:21:ad:a3:4c:e0,4802,82807,138.210.213.187
9874016400,2026-03-02 00:23:00,2026-03-02 02:19:00,169.206.103.39,41:c5:19:f3:46:7e,9323,46106,142.204.90.58
9811724005,2026-02-18 01:23:00,2026-02-18 03:03:00,45.194.87.114,63:56:3b:a0:cc:bd,9452,23896,26.219.234.239
9821020539,2026-02-09 01:23:00,2026-02-09 03:16:00,130.254.29.26,03:55:a7:41:97:61,994,2322,236.67.234.184
9824745171,2026-03-01 08:23:00,2026-03-01 10:09:00,79.43.40.233,8c:22:13:da:28:3c,2416,59912,172.167.158.207
9834309805,2026-02-03 10:23:00,2026-02-03 12:08:00,136.110.7.76,fb:4b:42:ba:93:7b,3850,71718,106.157.117.130
9801845146,2026-02-26 01:23:00,2026-02-26 02:20:00,41.151.62.178,00:42:e1:2e:4f:06,9932,86280,106.214.13.213
9867749649,2026-02-27 15:23:00,2026-02-27 15:47:00,50.105.181.94,27:e1:f2:d9:09:ec,2948,94004,246.163.165.156
9838156149,2026-02-02 18:23:00,2026-02-02 19:12:00,101.198.230.195,c4:81:65:63:61:b1,2216,20371,38.0.181.50
9875655125,2026-02-15 22:23:00,2026-02-15 23:48:00,244.157.229.132,0d:36:ef:d3:33:00,529,48076,89.162.239.251
9877434873,2026-03-01 13:23:00,2026-03-01 13:56:00,196.160.2.60,a9:6b:d4:e0:19:32,1536,74225,49.16.247.222
9825546659,2026-03-02 12:23:00,2026-03-02 12:30:00,46.122.242.251,77:a6:32:32:65:72,1856,95790,105.90.162.91
9877014363,2026-02-11 14:23:00,2026-02-11 16:16:00,149.253.130.6,ef:14:c5:7f:3e:f5,4264,77461,18.37.99.150
9810310518,2026-02-23 20:23:00,2026-02-23 22:13:00,215.19.234.145,46:d2:c8:f8:4c:4c,298,54831,13.165.21.45
9811724005,2026-02-22 14:23:00,2026-02-22 15:15:00,202.245.215.204,61:50:ea:cb:09:4c,5695,75585,137.242.26.170
9811775891,2026-02-16 02:23:00,2026-02-16 04:01:00,206.203.19.169,79:c7:6d:dc:d1:e4,2994,55496,62.113.145.231
9848932528,2026-02-17 18:23:00,2026-02-17 20:02:00,10.169.171.218,97:a3:28:38:68:e1,7093,62698,92.252.230.18
9819600133,2026-02-21 08:23:00,2026-02-21 08:43:00,106.49.69.106,ab:58:4a:61:d7:a6,5855,53268,131.196.60.79
9892832764,2026-02-07 22:23:00,2026-02-08 00:04:00,236.8.175.249,1d:63:d0:fb:74:90,2757,86347,11.221.192.216
9843699577,2026-02-21 09:23:00,2026-02-21 10:56:00,15.218.215.204,63:b7:91:8c:e6:86,37,8190,228.122.198.22
9833963605,2026-02-04 13:23:00,2026-02-04 14:56:00,105.27.75.48,ba:03:a7:37:91:a0,5737,42589,4.140.43.83
9879402654,2026-02-09 11:23:00,2026-02-09 11:46:00,244.212.247.106,e1:ea:a7:7c:32:78,3412,89916,66.147.108.97
9803432445,2026-03-03 06:23:00,2026-03-03 07:39:00,44.180.166.236,33:87:f5:e5:de:2f,976,4827,55.205.227.177
9871093248,2026-02-08 14:23:00,2026-02-08 16:22:00,118.246.154.23,a6:29:f6:56:82:31,5211,1093,162.41.128.228
9877360260,2026-02-25 15:23:00,2026-02-25 16:03:00,105.25.151.197,3c:63:2e:23:87:07,6914,54596,46.226.165.195
9809134316,2026-02-23 09:23:00,2026-02-23 10:53:00,222.108.84.117,3e:59:ad:a9:d8:38,8929,80636,48.81.64.66
9859407816,2026-02-07 12:23:00,2026-02-07 14:05:00,91.70.5.185,e5:cc:68:f9:00:ba,5397,84217,8.86.81.89
9891905865,2026-02-09 09:23:00,2026-02-09 10:05:00,26.130.53.66,59:e5:86:bb:4f:0a,4922,53545,151.150.214.212
9826217459,2026-02-26 13:23:00,2026-02-26 13:49:00,143.245.142.156,85:b4:cf:33:8c:94,7531,89044,252.229.135.120
9834309805,2026-02-21 06:23:00,2026-02-21 07:22:00,35.41.109.38,f8:55:5b:a3:7f:16,7410,80435,204.225.62.7
9861201836,2026-02-21 03:23:00,2026-02-21 04:28:00,240.235.101.60,b9:9e:9b:1a:2f:c5,9438,45263,246.176.249.33
9818227824,2026-02-28 04:23:00,2026-02-28 04:57:00,144.77.138.178,d4:1f:31:23:0d:ea,72,25084,140.238.33.74
9809521456,2026-02-17 18:23:00,2026-02-17 19:41:00,3.152.212.32,f3:b3:81:18:22:7b,3310,83512,198.129.195.12
9805151864,2026-03-04 08:23:00,2026-03-04 08:36:00,36.71.102.130,fd:0f:63:f6:73:2c,629,27034,82.254.95.206
