A Party No,B Party No,Call Date,Duration,IMEI,IMSI,Cell ID,Call Type
9877700002,9823226025,27/02/2026 00:23:00,478,351234560000001,404800384576205,6765-56580,OUT
9877700002,9829946804,27/02/2026 00:23:00,292,351234560000001,404046084325621,7262-78251,IN
9877700002,9823281206,01/03/2026 19:23:00,596,351234560000001,404264957823298,4314-28102,OUT
9877700002,9867525459,24/02/2026 20:23:00,546,351234560000001,404262925188125,3384-13864,OUT
9877700002,9890913341,27/02/2026 23:23:00,320,351234560000001,404742312209949,4783-88166,IN
9877700002,9856482366,25/02/2026 01:23:00,36,351234560000001,404517289752677,3253-31467,IN
9877700002,9860883561,04/03/2026 00:23:00,428,351234560000001,404046333127975,8496-42346,OUT
9877700002,9818699938,24/02/2026 02:23:00,52,351234560000001,404965699988081,8399-69886,IN
9873872148,9809134316,09/02/2026 12:23:00,410,780157399305616,404392827229927,7347-77649,IN
9882620450,9805466889,13/02/2026 16:23:00,412,413975523149135,404368872588744,5684-70469,IN
9871349361,9837346706,06/02/2026 07:23:00,60,842294057202590,404790807595794,3330-70762,OUT
9857871331,9807159696,11/02/2026 02:23:00,120,935387584282417,404055778487282,9952-27734,OUT
9890913341,9893745299,13/02/2026 05:23:00,30,935387584282417,404790714163356,4308-69596,IN
9800379176,9893745299,02/02/2026 22:23:00,669,336452577754781,404544964759876,3686-26193,IN
9851333872,9878403690,13/02/2026 06:23:00,654,087375300119721,404892665918463,9582-60343,IN
9813518233,9894406409,16/02/2026 05:23:00,49,112880133613861,404428699041379,6491-84120,IN
9884251354,9819399091,24/02/2026 19:23:00,792,947985158328182,404503731453038,7874-50378,OUT
9875161369,9882071518,13/02/2026 10:23:00,300,810620034244204,404772369292984,2926-27245,IN
9810433218,9850240268,21/02/2026 15:23:00,17,916375628900287,404275539423733,9169-81237,IN
9839005329,9875588675,22/02/2026 07:23:00,227,699586693465472,404450615939982,8794-69472,OUT
9899049027,9843039117,06/02/2026 19:23:00,619,148564679970246,404508637659916,9967-46452,IN
9872423884,9801128059,26/02/2026 03:23:00,61,380571983863840,404114351906698,1601-29054,IN
9856049451,9848175496,06/02/2026 17:23:00,310,230461849926189,404757051204618,2436-16426,IN
9823281206,9874016400,25/02/2026 13:23:00,693,447898562575326,404866322702672,3906-69682,OUT
9892832764,9857871331,19/02/2026 16:23:00,335,087375300119721,404270312073564,7208-18869,OUT
9894406409,9801845146,19/02/2026 23:23:00,487,743748969108589,404318432225913,5496-53150,OUT
9804556238,9836541458,02/02/2026 18:23:00,219,288515879968460,404503731453038,2790-84890,IN
9837826398,9864160529,03/02/2026 01:23:00,624,291428341108099,404997968845783,5705-65974,OUT
9816328708,9804556238,07/02/2026 22:23:00,643,141173934835642,404723460136730,3125-90516,OUT
9811724005,9875161369,05/02/2026 11:23:00,514,177971775170166,404174564240082,3947-89876,IN
9803432445,9805466889,24/02/2026 04:23:00,6,007229034944665,404394278816580,8616-91980,IN
9821818835,9836541458,06/02/2026 04:23:00,429,521667467621202,404392827229927,6468-55829,IN
9889083863,9811592124,23/02/2026 20:23:00,711,447898562575326,404247314986430,2111-50340,OUT
9895171870,9894406409,18/02/2026 15:23:00,790,148564679970246,404318432225913,6460-54742,OUT
9864160529,9824745171,06/02/2026 04:23:00,34,832684245088210,404772369292984,4178-53321,OUT
9885149368,9827484677,12/02/2026 05:23:00,821,447132475469137,404034717545588,3224-73110,IN
9811775891,9854516808,09/02/2026 13:23:00,348,916375628900287,404997968845783,7782-17342,OUT
9823285884,9864160529,03/02/2026 12:23:00,328,163735160917798,404728463920867,1306-37297,OUT
9811100202,9811100201,17/02/2026 08:23:00,72,944171545444328,404098180635651,1510-54453,OUT
9811775891,9893792374,25/02/2026 09:23:00,589,269848583339452,404988392053021,4070-88012,IN
9811100101,9877449058,19/02/2026 07:23:00,727,099688143536822,404956213721386,1518-45585,OUT
9889638346,9833963605,22/02/2026 07:23:00,385,167014508993588,404308536866326,5958-38329,OUT
9844935348,9856670106,16/02/2026 11:23:00,808,447132475469137,404055778487282,4311-22137,OUT
9895171870,9818495931,11/02/2026 20:23:00,517,944171545444328,404257991366210,6572-73369,OUT
9825546659,9812419049,26/02/2026 08:23:00,792,239431290878141,404865577908272,9456-98698,IN
9833754330,9864160529,02/03/2026 21:23:00,475,811437447012045,404544964759876,9558-25182,IN
9856464170,9841395376,03/02/2026 03:23:00,873,269848583339452,404631224179749,2426-53684,OUT
9841395376,9834738299,10/02/2026 05:23:00,789,666580043973598,404178006811492,6119-12946,OUT
9811592124,9836541458,18/02/2026 18:23:00,210,248251353465549,404269448695946,5532-79766,OUT
9820377889,9806594013,03/02/2026 19:23:00,125,003354216894210,404029922809202,3580-45866,IN
9879402654,9850240268,08/02/2026 13:23:00,531,414060293333468,404388629127990,9888-55916,OUT
9877434873,9881219136,20/02/2026 08:23:00,592,525007432927129,404428699041379,2167-50812,OUT
9875946474,9899049027,02/03/2026 07:23:00,138,299606530745054,404588043416518,1826-23884,OUT
9896965328,9889638346,14/02/2026 06:23:00,406,935387584282417,404544964759876,8304-90781,OUT
9856464170,9891905865,24/02/2026 00:23:00,735,484085887704358,404450615939982,9740-20295,OUT
9824745171,9864746872,28/02/2026 11:23:00,837,667665061809190,404757051204618,8672-22748,OUT
9856464170,9861201836,04/02/2026 23:23:00,732,112880133613861,404790714163356,8709-40368,IN
9881219136,9829042284,21/02/2026 10:23:00,377,561100225579415,404772369292984,6412-52567,OUT
9821465840,9803413164,01/03/2026 16:23:00,491,007229034944665,404114351906698,8842-70455,IN
9816658760,9882071518,17/02/2026 14:23:00,623,270808697829221,404651777392603,9322-23491,OUT
9810762268,9811100201,27/02/2026 21:23:00,338,163735160917798,404034717545588,2162-49599,OUT
9890229413,9826758692,14/02/2026 19:23:00,249,288515879968460,404508637659916,9977-30843,OUT
9843524082,9801845146,17/02/2026 22:23:00,218,158144914766072,404256996112535,8063-67062,OUT
9836713695,9891022901,22/02/2026 09:23:00,182,666580043973598,404450615939982,2276-85260,OUT
9851333872,9826758692,07/02/2026 00:23:00,479,909010016761847,404808562718750,2599-68355,IN
9820465375,9818699938,01/03/2026 11:23:00,617,414060293333468,404455877169472,7208-52914,OUT
9878961183,9880988516,01/03/2026 20:23:00,97,471709991738168,404547807740649,3276-86122,IN
9814770054,9819399091,04/02/2026 06:23:00,157,167014508993588,404728463920867,5775-61115,OUT
9823226025,9833754330,03/02/2026 09:23:00,329,033230982150648,404036915594284,5989-66980,OUT
9889638346,9893174612,04/03/2026 02:23:00,631,088019948837550,404465669380118,3089-48559,IN
9849578856,9894406409,02/03/2026 04:23:00,5,947985158328182,404808562718750,6885-24378,OUT
9803413164,9829946804,14/02/2026 00:23:00,724,699586693465472,404465669380118,6212-60173,OUT
9874989413,9864887719,09/02/2026 04:23:00,221,666580043973598,404772369292984,8780-28228,IN
9839421047,9843524082,17/02/2026 02:23:00,865,521667467621202,404029922809202,5726-97826,IN
9834309805,9889083863,01/03/2026 09:23:00,668,299606530745054,404029922809202,8974-96235,OUT
9834309805,9818227824,26/02/2026 14:23:00,662,667665061809190,404489554393769,8471-89223,OUT
9850240268,9852427868,13/02/2026 01:23:00,526,169797296590277,404808562718750,8373-60425,OUT
9860883561,9801128059,14/02/2026 08:23:00,624,148564679970246,404036915594284,9161-41031,OUT
9890913341,9836713695,07/02/2026 20:23:00,380,447132475469137,404392827229927,8917-58310,IN
9851370985,9837826398,02/02/2026 23:23:00,86,944171545444328,404220234132611,9624-46624,OUT
9809134316,9843039117,10/02/2026 03:23:00,629,610357972798552,404508637659916,8740-92662,IN
9861201836,9800766177,09/02/2026 10:23:00,822,699586693465472,404368872588744,1864-55029,IN
9871093248,9867468071,10/02/2026 14:23:00,485,270808697829221,404220234132611,6431-65183,OUT
9811100202,9837346706,20/02/2026 02:23:00,176,447132475469137,404256996112535,5981-83886,OUT
9816697848,9878390847,12/02/2026 06:23:00,597,309652074466609,404036915594284,1845-96025,OUT
9821818835,9850240268,03/03/2026 07:23:00,298,177971775170166,404892665918463,3077-76269,IN
9811100101,9881223623,21/02/2026 16:23:00,140,288515879968460,404098180635651,5509-43679,IN
9852312432,9856670106,06/02/2026 16:23:00,183,336452577754781,404347955276365,3476-96396,OUT
9849578856,9877700002,24/02/2026 23:23:00,272,207501102481934,404256996112535,4869-73559,IN
9811100202,9869222196,03/03/2026 01:23:00,356,610357972798552,404029922809202,3525-75004,OUT
9820377889,9843524082,22/02/2026 07:23:00,681,167014508993588,404220234132611,3740-37637,OUT
9896965328,9899856984,21/02/2026 04:23:00,778,158144914766072,404318432225913,1860-31967,OUT
9890229413,9808613171,19/02/2026 14:23:00,492,780157399305616,404164334722820,9724-40626,OUT
9844550229,9878403690,15/02/2026 19:23:00,490,666676008350583,404029922809202,9690-66981,IN
9836690967,9811100202,13/02/2026 07:23:00,396,933472122816064,404956213721386,9687-99505,IN
9850983930,9893792374,05/02/2026 06:23:00,367,099688143536822,404042681818451,5466-53904,OUT
9857986872,9877700001,28/02/2026 06:23:00,266,380571983863840,404347955276365,7408-70438,IN
9868164535,9885149368,07/02/2026 08:23:00,793,248251353465549,404790807595794,6528-98829,IN
9880531003,9894406409,04/03/2026 00:23:00,693,148564679970246,404308536866326,2113-11567,OUT
9810310518,9804556238,28/02/2026 00:23:00,706,167014508993588,404114351906698,4594-47132,OUT
9853315869,9875255341,03/03/2026 10:23:00,639,610357972798552,404503731453038,4552-88562,IN
9803432445,9862473178,28/02/2026 18:23:00,881,269848583339452,404651777392603,7159-96034,IN
9856670106,9847679764,24/02/2026 14:23:00,264,447898562575326,404790714163356,2240-93726,OUT
9847143455,9882071518,14/02/2026 05:23:00,713,775949299556205,404450615939982,6298-43729,IN
9805151864,9848932528,20/02/2026 15:23:00,800,367850821486289,404988392053021,7366-53601,IN
9816328708,9831727889,24/02/2026 20:23:00,456,023303070534578,404275539423733,4287-89993,OUT
9874016400,9878961183,11/02/2026 11:23:00,116,944171545444328,404728463920867,8065-38624,IN
9899049027,9838851606,21/02/2026 09:23:00,110,447132475469137,404567700518449,2153-84887,OUT
9825546659,9887429671,03/03/2026 15:23:00,514,944171545444328,404034717545588,1014-14959,OUT
9857986872,9869985435,02/02/2026 14:23:00,342,775949299556205,404465669380118,1060-77552,OUT
9827484677,9864887719,15/02/2026 05:23:00,869,688615335554398,404055778487282,2148-80795,IN
9810433218,9843524082,03/02/2026 01:23:00,842,112880133613861,404588043416518,2985-84349,OUT
9891905865,9844550229,19/02/2026 12:23:00,415,367850821486289,404885744890612,2485-57887,OUT
9843039117,9854516808,20/02/2026 02:23:00,668,248251353465549,404772369292984,1644-60353,IN
9856272980,9847679764,15/02/2026 19:23:00,114,810620034244204,404256996112535,6886-73766,IN
9878390847,9806594013,24/02/2026 08:23:00,148,447132475469137,404257991366210,1415-87718,IN
9844997278,9840084271,01/03/2026 18:23:00,816,488510272614933,404034717545588,6041-75494,OUT
9823511615,9892832764,17/02/2026 23:23:00,62,230461849926189,404997968845783,1701-63150,IN
9868501429,9877700002,04/02/2026 13:23:00,688,375899757113055,404790714163356,9791-29523,IN
9848932528,9892832764,26/02/2026 10:23:00,505,380571983863840,404394278816580,8720-91051,IN
9873872148,9838156149,04/02/2026 18:23:00,138,148564679970246,404772369292984,1818-50283,IN
9867468071,9831839335,25/02/2026 04:23:00,860,699586693465472,404567700518449,2742-24965,OUT
9861796405,9811100202,06/02/2026 04:23:00,230,023303070534578,404174564240082,4320-65864,OUT
9821818835,9899809402,15/02/2026 07:23:00,337,007229034944665,404455877169472,9943-28000,OUT
9811100201,9868501429,02/03/2026 12:23:00,612,935387584282417,404589026012796,2035-25826,OUT
9881219136,9814770054,14/02/2026 17:23:00,177,842294057202590,404490277038430,3703-67496,IN
9851370985,9883503056,26/02/2026 18:23:00,107,207501102481934,404634163894484,7162-30677,IN
9821465840,9843039117,04/03/2026 04:23:00,12,935387584282417,404723460136730,2460-95426,OUT
9823281206,9891022901,12/02/2026 03:23:00,713,743748969108589,404388629127990,3344-93863,OUT
9811724005,9875655125,14/02/2026 21:23:00,249,935387584282417,404866322702672,1616-88154,IN
9838851606,9833963605,06/02/2026 08:23:00,95,810620034244204,404547807740649,5934-55593,OUT
9819600133,9839421047,22/02/2026 09:23:00,201,007229034944665,404790807595794,2567-91123,OUT
9811998679,9875946474,10/02/2026 19:23:00,229,916375628900287,404055778487282,4409-46231,IN
9853315869,9856670106,26/02/2026 02:23:00,706,099688143536822,404757051204618,8772-75210,IN
9807991183,9898327315,02/03/2026 14:23:00,60,380571983863840,404490277038430,5670-37471,OUT
9800379176,9891905865,06/02/2026 03:23:00,829,413975523149135,404164334722820,8424-15677,IN
9852312432,9896965328,09/02/2026 12:23:00,185,309652074466609,404997968845783,1476-73577,IN
9848932528,9829946804,13/02/2026 11:23:00,611,699586693465472,404956213721386,7865-36050,OUT
9859514846,9805151864,27/02/2026 18:23:00,338,460223569725217,404865577908272,4884-64079,IN
9813518233,9898169340,01/03/2026 07:23:00,487,699586693465472,404275539423733,1890-67129,IN
9840196556,9831839335,13/02/2026 01:23:00,187,811437447012045,404490277038430,3234-69996,IN
9878390847,9845494808,20/02/2026 22:23:00,212,230461849926189,404651777392603,1525-84536,IN
9881223623,9834309805,27/02/2026 17:23:00,877,916375628900287,404790714163356,7852-32439,OUT
9898169340,9837346706,06/02/2026 16:23:00,165,207501102481934,404997968845783,3784-85775,IN
9889638346,9890913341,10/02/2026 04:23:00,505,239431290878141,404388629127990,8757-70655,OUT
9879402654,9875161369,14/02/2026 04:23:00,758,239431290878141,404508637659916,5060-52899,OUT
9851370985,9898169340,07/02/2026 05:23:00,157,336452577754781,404036915594284,1083-64758,IN
9883503056,9871093248,10/02/2026 22:23:00,39,169797296590277,404790807595794,7460-72818,IN
9875655125,9875588675,22/02/2026 04:23:00,90,163735160917798,404164334722820,1203-63296,IN
9864746872,9845494808,19/02/2026 20:23:00,249,380571983863840,404892665918463,1260-72886,OUT
9884251354,9878403690,12/02/2026 20:23:00,883,270808697829221,404178006811492,1399-69616,OUT
9820377889,9800978820,02/02/2026 10:23:00,420,935387584282417,404997968845783,7068-92157,OUT
9878403690,9800766177,04/03/2026 09:23:00,886,810620034244204,404567700518449,7305-53634,IN
9837346706,9883242102,20/02/2026 22:23:00,719,288515879968460,404728463920867,4393-99740,IN
9821020539,9891905865,02/03/2026 02:23:00,532,336452577754781,404455877169472,6963-16758,IN
9843524082,9877014363,12/02/2026 14:23:00,638,447132475469137,404490277038430,7003-32972,IN
9809521456,9803432445,23/02/2026 17:23:00,146,230461849926189,404508637659916,9841-24884,OUT
9821818835,9877449058,07/02/2026 16:23:00,897,842294057202590,404388629127990,4693-52003,OUT
9857986872,9876627028,03/02/2026 10:23:00,438,003354216894210,404503731453038,2038-58865,OUT
9875655125,9821465840,11/02/2026 01:23:00,544,832684245088210,404318432225913,8703-79717,OUT
9875655125,9821020539,16/02/2026 18:23:00,824,933472122816064,404256996112535,2075-34687,OUT
9889638346,9843039117,15/02/2026 18:23:00,188,447898562575326,404567700518449,2791-31596,OUT
9856670106,9847679764,26/02/2026 03:23:00,513,944171545444328,404631224179749,4346-78247,IN
9837346706,9823281206,03/02/2026 08:23:00,559,291428341108099,404651777392603,8764-55442,OUT
9899049027,9821818835,04/02/2026 22:23:00,26,447898562575326,404257991366210,2031-12888,IN
9811724005,9878961183,18/02/2026 03:23:00,426,699586693465472,404589026012796,6346-73720,OUT
9854516808,9869901627,08/02/2026 06:23:00,140,775949299556205,404997968845783,6021-32509,OUT
9859514846,9837826398,16/02/2026 14:23:00,300,112880133613861,404634163894484,1775-29443,OUT
9816658760,9867468071,25/02/2026 08:23:00,638,291428341108099,404428699041379,9770-47387,IN
9844935348,9803432445,02/02/2026 21:23:00,687,207501102481934,404029922809202,3641-41182,IN
9883503056,9830923271,07/02/2026 22:23:00,134,167014508993588,404247314986430,7056-34182,IN
9809521456,9803432445,02/03/2026 23:23:00,686,909010016761847,404114351906698,3423-58878,OUT
9875946474,9884251354,09/02/2026 16:23:00,313,007229034944665,404757051204618,1408-63026,OUT
9882071518,9819399091,12/02/2026 21:23:00,332,944171545444328,404693084887256,9948-76507,OUT
9878961183,9878403690,19/02/2026 20:23:00,490,775949299556205,404269448695946,3409-84086,OUT
9818506716,9867525459,27/02/2026 15:23:00,754,721753540838663,404270312073564,1656-28274,IN
9820465375,9818495931,15/02/2026 07:23:00,637,832684245088210,404881172980686,8306-56844,IN
9812419049,9871012269,06/02/2026 12:23:00,661,248251353465549,404347955276365,9625-39116,OUT
9823226025,9859407816,28/02/2026 21:23:00,556,099688143536822,404848947697357,2431-77081,OUT
9853315869,9844997278,18/02/2026 21:23:00,622,269848583339452,404343333952111,1918-97394,OUT
9804711671,9819399091,14/02/2026 05:23:00,383,811437447012045,404490277038430,1199-47309,OUT
9814737996,9820465375,13/02/2026 10:23:00,900,163735160917798,404892665918463,4533-68224,OUT
9877700001,9899049027,20/02/2026 03:23:00,172,667665061809190,404220234132611,7944-64289,IN
9800471138,9837735158,28/02/2026 18:23:00,152,471709991738168,404368872588744,8776-78852,OUT
9801845146,9826758692,16/02/2026 10:23:00,95,148564679970246,404489554393769,5478-64331,IN
9839421047,9876038597,08/02/2026 05:23:00,778,336452577754781,404651777392603,4264-34380,OUT
9805466889,9809743953,11/02/2026 12:23:00,48,158144914766072,404547807740649,5947-86704,OUT
9875588675,9809521456,12/02/2026 16:23:00,234,299606530745054,404997968845783,1040-30188,OUT
9856272980,9811592124,05/02/2026 07:23:00,488,007229034944665,404034717545588,5713-64677,IN
9844997278,9867525459,04/02/2026 22:23:00,255,299606530745054,404318432225913,5541-74625,IN
9837735158,9892127799,17/02/2026 00:23:00,600,721753540838663,404036915594284,8144-43804,OUT
9891022901,9862473178,16/02/2026 12:23:00,529,688615335554398,404036915594284,1287-44018,IN
9851370985,9871012269,26/02/2026 05:23:00,332,916375628900287,404735020802144,3219-56843,IN
9896965328,9877434873,17/02/2026 01:23:00,434,810620034244204,404757051204618,6832-16385,OUT
9805466889,9869222196,05/02/2026 04:23:00,83,088019948837550,404257991366210,4002-22387,IN
9836713695,9893745299,18/02/2026 23:23:00,851,099688143536822,404455877169472,5932-45580,OUT
9850983930,9893792374,07/02/2026 17:23:00,365,158144914766072,404029922809202,1211-27950,OUT
9885574443,9805151864,11/02/2026 18:23:00,426,230461849926189,404757051204618,3671-23424,IN
9834624751,9876627028,23/02/2026 00:23:00,856,248251353465549,404997968845783,9612-79742,IN
9823281206,9854516808,01/03/2026 04:23:00,124,158144914766072,404651777392603,1284-72851,OUT
9856464170,9867525459,16/02/2026 23:23:00,147,158144914766072,404848947697357,9570-54832,IN
9803432445,9869901627,03/03/2026 05:23:00,767,158144914766072,404318432225913,4643-26870,IN
9867525459,9859514846,19/02/2026 08:23:00,133,471709991738168,404651777392603,2287-65680,IN
9880957015,9823511615,11/02/2026 19:23:00,780,169797296590277,404392827229927,4217-24131,IN
9811100201,9811116152,10/02/2026 13:23:00,612,367850821486289,404588043416518,2948-43162,IN
9801845146,9869901627,03/02/2026 23:23:00,15,484085887704358,404865577908272,3028-88878,IN
9800471138,9863421607,24/02/2026 13:23:00,691,141173934835642,404394278816580,2487-29078,OUT
9851370985,9814737996,17/02/2026 10:23:00,169,099688143536822,404343333952111,4962-76179,IN
9810310518,9851370985,03/03/2026 20:23:00,546,471709991738168,404544964759876,4138-46943,IN
9814770054,9874074821,04/03/2026 06:23:00,747,414060293333468,404723460136730,4506-76085,OUT
9877014363,9847679764,07/02/2026 07:23:00,194,167014508993588,404455877169472,2758-33704,OUT
9874989413,9871349361,23/02/2026 07:23:00,531,460223569725217,404489554393769,2848-51193,IN
9870348247,9856670106,10/02/2026 06:23:00,144,177971775170166,404164334722820,6918-47784,IN
9818227824,9812419049,11/02/2026 09:23:00,123,811437447012045,404269448695946,8486-88694,OUT
9861201836,9899049027,22/02/2026 19:23:00,572,521667467621202,404269448695946,8011-34744,IN
9877700001,9808613171,03/02/2026 11:23:00,381,935387584282417,404693084887256,9055-98092,IN
9804711671,9806594013,10/02/2026 03:23:00,679,933472122816064,404892665918463,2953-28791,OUT
9890229413,9891022901,07/02/2026 06:23:00,109,780157399305616,404723460136730,3764-18481,OUT
9823226025,9818506716,23/02/2026 21:23:00,614,099688143536822,404465669380118,3011-40522,OUT
9864160529,9833963605,20/02/2026 13:23:00,788,947985158328182,404055778487282,5472-94388,OUT
9845494808,9808613171,04/02/2026 00:23:00,622,561100225579415,404275539423733,9379-46554,IN
9882071518,9867468071,27/02/2026 20:23:00,130,666676008350583,404275539423733,9147-40254,IN
9803413164,9810310518,02/03/2026 04:23:00,855,023303070534578,404275539423733,1438-33474,OUT
9850643171,9899809402,18/02/2026 12:23:00,161,033230982150648,404866322702672,2578-20029,OUT
9811100103,9870348247,23/02/2026 20:23:00,305,666580043973598,404275539423733,9032-76164,OUT
9875946474,9857262849,09/02/2026 09:23:00,564,299606530745054,404164334722820,1517-66414,IN
9843524082,9875655125,19/02/2026 00:23:00,878,811437447012045,404848947697357,8531-14716,IN
9874016400,9839421047,04/02/2026 07:23:00,886,112880133613861,404368872588744,3689-74419,OUT
9834309805,9856464170,15/02/2026 20:23:00,504,484085887704358,404318432225913,9037-96517,OUT
9808613171,9809521456,25/02/2026 18:23:00,523,367850821486289,404465669380118,5315-74840,OUT
9829042284,9899809402,17/02/2026 09:23:00,789,447898562575326,404956213721386,2006-13689,IN
9877360260,9877014363,17/02/2026 13:23:00,833,780157399305616,404347955276365,1440-91940,OUT
9874989413,9850983930,14/02/2026 04:23:00,358,141173934835642,404489554393769,6755-17398,IN
9895134332,9829946804,04/02/2026 19:23:00,324,699586693465472,404892665918463,2073-49965,IN
9818506716,9841241182,03/03/2026 14:23:00,556,909010016761847,404392827229927,8551-96214,OUT
9824745171,9861586578,14/02/2026 11:23:00,278,299606530745054,404256996112535,8695-87068,IN
9830923271,9813518233,08/02/2026 02:23:00,404,909010016761847,404036915594284,2601-74010,IN
9867525459,9885149368,23/02/2026 16:23:00,349,177971775170166,404343333952111,6563-31840,OUT
9877014363,9864887719,23/02/2026 20:23:00,513,810620034244204,404634163894484,2234-80232,IN
9836690967,9831727889,02/03/2026 10:23:00,309,270808697829221,404465669380118,4700-91863,IN
9838851606,9851370985,28/02/2026 09:23:00,611,230461849926189,404098180635651,2102-84242,OUT
9883242102,9836541458,17/02/2026 15:23:00,819,023303070534578,404034717545588,5945-76144,OUT
9849947174,9880988516,09/02/2026 10:23:00,325,248251353465549,404489554393769,7591-42933,OUT
9898327315,9880793597,09/02/2026 02:23:00,189,413975523149135,404394278816580,9457-34450,OUT
9868501429,9880988516,12/02/2026 12:23:00,279,291428341108099,404885744890612,9728-90533,OUT
9823285884,9875161369,05/02/2026 17:23:00,66,375899757113055,404257991366210,6968-70619,IN
9843699577,9869985435,03/02/2026 05:23:00,788,033230982150648,404634163894484,8133-63773,OUT
9801845146,9800766177,23/02/2026 18:23:00,871,521667467621202,404098180635651,5702-94678,IN
9893676320,9861201836,06/02/2026 19:23:00,246,561100225579415,404508637659916,2860-29655,IN
9803413164,9873872148,19/02/2026 05:23:00,480,177971775170166,404808562718750,8145-65314,IN
9863421607,9807991183,20/02/2026 19:23:00,144,299606530745054,404247314986430,5551-96333,IN
9899856984,9883503056,11/02/2026 17:23:00,806,299606530745054,404503731453038,2375-51144,OUT
9801845146,9867749649,16/02/2026 22:23:00,692,666580043973598,404735020802144,2479-62021,IN
9829946804,9856670106,08/02/2026 02:23:00,757,088019948837550,404723460136730,2976-78414,OUT
9833963605,9857871331,22/02/2026 07:23:00,619,007229034944665,404055778487282,6134-53160,OUT
9877700002,9879955271,22/02/2026 09:23:00,438,471709991738168,404029922809202,2750-32957,IN
9847143455,9806594013,15/02/2026 00:23:00,265,239431290878141,404347955276365,1916-74272,OUT
9838156149,9856670106,18/02/2026 22:23:00,563,169797296590277,404588043416518,5036-46403,IN
9831367837,9808613171,16/02/2026 18:23:00,846,033230982150648,404394278816580,1570-96798,IN
9867525459,9811100102,03/02/2026 19:23:00,250,666676008350583,404808562718750,7302-50536,OUT
9861201836,9810801326,09/02/2026 15:23:00,892,525007432927129,404634163894484,8248-60917,IN
9809477752,9893676320,19/02/2026 14:23:00,97,291428341108099,404547807740649,4857-48983,IN
9884251354,9806594013,05/02/2026 12:23:00,329,413975523149135,404174564240082,7656-14440,OUT
9843039117,9805151864,11/02/2026 11:23:00,487,780157399305616,404489554393769,6451-65360,IN
9884251354,9847679764,21/02/2026 07:23:00,523,023303070534578,404114351906698,7895-88920,OUT
9867468071,9891022901,03/03/2026 06:23:00,785,367850821486289,404034717545588,4010-92595,OUT
9811100103,9899856984,26/02/2026 15:23:00,8,561100225579415,404257991366210,6006-51120,IN
9856670106,9807991183,21/02/2026 19:23:00,533,947985158328182,404055778487282,3131-87858,OUT
9811100103,9830923271,13/02/2026 04:23:00,494,239431290878141,404178006811492,3187-44167,IN
9861201836,9826758692,18/02/2026 11:23:00,823,447898562575326,404257991366210,2382-64328,OUT
9852427868,9809477752,16/02/2026 08:23:00,859,413975523149135,404036915594284,4677-12717,IN
9839421047,9878961183,06/02/2026 08:23:00,646,460223569725217,404757051204618,2457-70610,IN
9831727889,9838156149,25/02/2026 06:23:00,55,561100225579415,404866322702672,8027-88694,OUT
9869985435,9889638346,16/02/2026 18:23:00,179,270808697829221,404318432225913,1231-78922,OUT
9820377889,9867468071,03/02/2026 17:23:00,511,007229034944665,404881172980686,4328-34975,OUT
9836690967,9879955271,11/02/2026 08:23:00,396,743748969108589,404042681818451,4385-88654,IN
